"2020-11","2020-12","2021-01","2021-02","2021-03","2021-04","2021-05","2021-06","2021-07","2021-08","2021-09","2021-10","2021-11","2021-12","2022-01","2022-02","2022-03","2022-04","2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2023-01","2023-02","2023-03"
"18678772530790.4","18864243145932.797","21310304881868.797","19606125606502.4","21302240942080.0","22640854947020.797","22479576151244.797","25328834876620.797","26046525517824.0","26960438693888.0","25944382280499.203","26436282607616.0","27551794278400.0","27491314729984.0","30031455763456.0","29930656516096.0","28667305949184.0","29634978723840.0","29944096415744.0","29534179476480.0","27780272572416.0","29729058021376.0","27585394027520.0","26093565166592.0","27141877339136.0","26859639446528.0","24178379466752.0","25576129030144.0","25045252994048.0"
"4915883396505.6","5243453525606.4","5257442285568.0","5540714674790.4","6551402582016.0","6937259210956.8","7020026040729.601","7289309669990.399","6993214250803.2","6850995191193.601","7081809730560.0","7460671979520.0","7461837709516.8","7121444550451.2","7538775889305.601","8143789757644.8","8169435817574.399","8984281085337.6","8815250235801.6","8691682856140.8","8486514376704.0","8731317676032.0","8343129587097.601","7553930379264.0","8198579067494.399","8719660376064.0","10796991230361.6","11056949019648.0","11137384389427.2"
"10605176632115.2","11853413662720.0","12621466486784.0","12282797524992.0","13794712532992.0","14091047874560.0","12960135448576.0","13099231629312.0","13232280150016.0","13970094673920.0","13837046153216.0","14617194297344.0","16752018288640.0","16806447228928.0","18106694135808.0","15445723721728.0","14242239375360.0","15155436040192.0","13498377191424.0","14961910919168.0","13075040989184.0","13691902312448.0","13304852070400.0","11501439848857.6","12155796664320.0","13697949972480.0","12294892845056.0","13873332113408.0","13830998493184.0"
"4282036816492.8","5639776035840.0","5822561914387.2","6188087594880.0","6828552357120.0","7522788513427.2","7487447760000.0","7476711911827.2","7363040935680.0","7149568040467.2","7292405505427.2","7510486060800.0","8464271713920.0","9204584471827.201","10508552297107.201","8504220127507.2","8854402299667.201","9473349288960.0","8415107980012.8","8961899011200.0","6552092747520.0","7157216756332.8","6555179879827.2","5735016371347.2","6097454919532.8","7203293357932.8","5899325532652.8","7085060798227.2","7306228485907.2"
"3171641594572.8003","3288440848435.1997","3383566013952.0","3548931280588.8003","4036598268364.8003","4107239741491.1997","4222433507328.0","3992848719667.1997","4020543388108.8003","4221229391308.8003","4458038875084.8","4575640872960.0","4897942594099.2","4588886149171.2","4963767603148.8","5158834398259.2","5182916718643.2","6112895657472.0","5882909497804.8","5984456615424.0","5110669757491.2","5433372850636.8","5886923217868.8","5413304250316.8","5647304130048.0","6077976292915.2","5638072573900.8","5837153089075.2","6387032737843.2"
"3239508230348.8003","3652964511027.1997","3706373117440.0","4120750236160.0","4686144793702.399","4536048192921.601","4964237882265.601","5388744219443.2","5844559050035.2","5694462449254.399","5686174906880.0","5949534586777.601","6260777844838.399","6225785999257.601","5967951347609.601","5342702317363.2","5214705829580.8","5615270377676.8","5967030509568.0","6258015330713.601","5835350669619.2","6090422807142.399","6409953607577.601","5758921112166.399","6463362213990.399","6742376140595.2","6035172524646.399","6175139906969.601","6426528692326.399"
"11687279364480.0","12817445827200.0","13983991038720.0","13988841538560.0","12279040344960.0","12589472334720.0","12929007323520.0","13074522318720.0","13637180300160.0","15162662499840.0","16271001713280.0","15759273980160.0","16940370691200.0","17088310936320.0","17903194909440.0","14408409774720.0","13130303066880.0","14105253534720.0","12669505582080.0","12521565336960.0","11061564885120.0","13283093811840.0","12545817836160.0","11745485362560.0","14129506033920.0","14161034282880.0","12208708097280.0","14449639023360.0","14364755276160.0"
"3868684416000.0","3989262720000.0","4122368640000.0","4325942400000.0","4945667904000.0","5172730944000.0","5136322560000.0","5188390464000.0","5009871936000.0","4890859584000.0","5033361216000.0","5000476224000.0","4991472000000.0","4872851136000.0","5265513600000.0","5420934336000.0","5344985664000.0","5129667264000.0","5050195200000.0","5221275456000.0","5239283904000.0","5431113024000.0","5470261824000.0","5248679616000.0","5469087360000.0","6036744960000.0","7014290496000.0","7410867840000.0","7729147584000.0"
"2473081326284.8","2650466642432.0","2762437440000.0","2844942238208.0","3372383626752.0","3309915708108.8","3618424721408.0","3594262601932.8","3648774700748.8","3780487717888.0","3603691721728.0","3532973323264.0","3930174994636.8","3771058598092.8","4070727811584.0","4175332109312.0","4163545709568.0","4855996694528.0","4702773497856.0","4836843794944.0","4168849589452.8","4455259103232.0","4676254098432.0","4592276000256.0","5125610588672.0","5788595574272.0","5516035080192.0","5692831076352.0","5838687773184.0"
"5631074414592.0","6990230853632.0","7077534332928.0","7250157121536.0","7081502672896.0","7498178369536.0","7387064850432.0","7516035899392.0","7470399989760.0","7264046311424.0","7301745541120.0","7311666391040.0","8119223574528.0","7525956749312.0","8196606203904.0","7583497678848.0","7143011942400.0","7446589949952.0","7101344372736.0","7373175660544.0","6115211890688.0","6922769074176.0","6387043178496.0","5932668252160.0","6200531200000.0","7083486842880.0","6275929659392.0","7641038608384.0","7569608488960.0"
